"Sr no,",Nature,Machine Name,Parameter Name,Unit
516,PURE,High_Rating_Pumps,P-6A-2C,Amp
517,PURE,High_Rating_Pumps,P-6A-2D,Amp
518,PURE,High_Rating_Pumps,P-6A-4A,kW
519,PURE,High_Rating_Pumps,P-6A-4B,kW
520,PURE,High_Rating_Pumps,P-7A-3B,Amp
521,PURE,High_Rating_Pumps,P-7A-3A,Amp
522,PURE,High_Rating_Pumps,P-7D-15A,Amp
523,PURE,High_Rating_Pumps,P-7D-15B,Amp
524,PURE,High_Rating_Pumps,P-7A-11A,Amp
525,PURE,High_Rating_Pumps,P-7A-11B,kW
526,PURE,High_Rating_Pumps,P-7A-11C,Amp
527,PURE,High_Rating_Pumps,P-7A-11D,kW
528,PURE,Calcination_Section,Mill Water To 9A Inj Tank,m3/hr
529,PURE,KILN_1,Wash Water To Pan Filter 1,m3/hr
530,PURE,KILN_1,Kiln 1 Cooler Outlet Temp,C
531,CUMULATIVE,KILN_1,T-82-1,T
532,CUMULATIVE,KILN_1,T-82-2,T
533,CUMULATIVE,KILN_1,T-82-3,T
534,CUMULATIVE,KILN_1,T-82-4,T
535,PURE,Precipitation_Section,Spent Liq Tank-1 Level,meter
536,PURE,Precipitation_Section,Spent Liq Tank-2 Level,meter
537,PURE,Precipitation_Section,6A-TT-4,kW
539,PURE,Precipitation_Section,6A-TT-1,Amp
540,PURE,Precipitation_Section,6A-TT-2,Amp
541,PURE,Precipitation_Section,6A-TT-3,Amp
542,PURE,Precipitation_Section,9A HST Overflow Return,m3/hr
543,PURE,Precipitation_Section,9A Filtrate Injection Return Flow,m3/hr
544,PURE,Precipitation_Section,PPT-55 Agitator Motor,kW
545,PURE,Precipitation_Section,PPT-56 Agitator Motor,kW
546,PURE,Precipitation_Section,Barometric Pressure,kg/cm2
547,PURE,KILN_4,Kiln 4 Feed VFD Output,percentage
548,PURE,KILN_1,Kiln 1 NG Flow,SCM/Hr
549,PURE,Precipitation_Section,PPT-56 Tank Level,meter
550,PURE,KILN_4,Kiln 4 RC (cooler) Outlet Temp,C
551,PURE,KILN_3,Kiln 3 Cooler Outlet Temp,C
552,PURE,KILN_4,ID Fan Load,Amp
553,PURE,KILN_4,ESP Outlet Temp,C
554,PURE,KILN_4,ESP Inlet Temp,C
555,PURE,KILN_4,ESP Inlet Pressure,MMWC
556,PURE,Cooling_Tower_26,Cooling Tower Water Outlet Flow,m3/hr
557,PURE,Cooling_Tower_26,Cooling Tower Water Outlet Temp,C
558,PURE,Cooling_Tower_26,Cooling Tower Water Inlet Temp,C
559,PURE,KILN_4,P Hood Air Pressure,MMWC
560,PURE,KILN_4,Primary Air Pressure,MMWC
561,PURE,KILN_4,Feed Hopper Level,meter
562,PURE,KILN_4,Feed Inlet Temp,C
563,PURE,KILN_4,Feed Inlet Pressure,MMWC
564,PURE,KILN_2,Combin Level,meter
565,PURE,KILN_2,Panfeeder 2 Hydrate Flow,m3/hr
566,PURE,KILN_1,ESP Inlet Temp,C
567,CUMULATIVE,KILN_1,Combin Level,T
568,PURE,SFD,First Wash Hydrate Flow,m3/hr
569,PURE,Filter_Press_1,Drip Tray Open,State
570,PURE,Filter_Press_1,High Pressure Unloading,State
571,PURE,Filter_Press_1,Releasing,State
572,PURE,Filter_Press_1,Plate Taking,State
573,PURE,Filter_Press_1,Plate Shifting,State
574,CUMULATIVE,Filter_Press_1,Drip Tray Close,State
575,PURE,Filter_Press_1,Pressing,State
576,PURE,Filter_Press_1,Holding Pressure,State
577,PURE,Filter_Press_1,Feeding,State
578,PURE,Filter_Press_1,Feeding Delay,State
579,PURE,Filter_Press_1,Squeezing,State
580,PURE,Filter_Press_1,Emptying,State
581,PURE,Filter_Press_1,Blowing,State
582,PURE,Filter_Press_1,Cycle Waiting,State
583,PURE,Filter_Press_1,High Speed Back,State
584,PURE,Filter_Press_1,Wash Tank Level,meter
585,PURE,Filter_Press_1,Squeez Tank Level,meter
586,PURE,Filter_Press_2,Drip Tray Open,State
587,PURE,Filter_Press_2,High Pressure Unloading,State
588,PURE,Filter_Press_2,Releasing,State
589,PURE,Filter_Press_2,Plate Taking,State
590,PURE,Filter_Press_2,Plate Shifting,State
591,CUMULATIVE,Filter_Press_2,Drip Tray Close,State
592,PURE,Filter_Press_2,Pressing,State
593,PURE,Filter_Press_2,Holding Pressure,State
594,PURE,Filter_Press_2,Feeding,State
595,PURE,Filter_Press_2,Feeding Delay,State
596,PURE,Filter_Press_2,Squeezing,State
597,PURE,Filter_Press_2,Emptying,State
598,PURE,Filter_Press_2,Blowing,State
599,PURE,Filter_Press_2,Cycle Waiting,State
600,PURE,Filter_Press_2,High Speed Back,State
601,PURE,Filter_Press_2,Wash Tank Level,meter
602,PURE,Filter_Press_2,Squeez Tank Level,meter
603,PURE,Filter_Press_1,FP Feeding Pressure,kg/cm2
604,PURE,Filter_Press_1,Squeezing Pressure,kg/cm2
605,PURE,Filter_Press_1,Slurry Feed Flow,m3/hr
606,PURE,Filter_Press_1,Hydraulic Pressure,bar
607,PURE,Filter_Press_1,Wash Water Tank Level,meter
608,PURE,Filter_Press_1,Squeezing Water Tank Level,meter
609,CUMULATIVE,Filter_Press_1,Number Of Cycle,number
610,PURE,Filter_Press_2,FP Feeding Pressure,kg/cm2
611,PURE,Filter_Press_2,Squeezing Pressure,kg/cm2
612,PURE,Filter_Press_2,Slurry Feed Flow,m3/hr
613,PURE,Filter_Press_2,Hydraulic Pressure,bar
614,PURE,Filter_Press_2,Wash Water Tank Level,meter
615,PURE,Filter_Press_2,Squeezing Water Tank Level,meter
616,CUMULATIVE,Filter_Press_2,Number Of Cycle,number
617,PURE,SFD_1,Dryer Inlet Temperature,C
618,PURE,SFD_1,Dryer Outlet Temperature,C
619,PURE,SFD_1,Draft Pressure,MMWC
620,PURE,SFD_1,Feed Screw Speed,Hz
621,PURE,SFD_1,Appron Feeder Frequency,Hz
622,PURE,SFD_1,Dust Collector DP,MMWC
623,PURE,SFD_1,Dust Collector Outlet Temperature,C
624,CUMULATIVE,SFD_1,Product Bin Weight-1,T
625,CUMULATIVE,SFD_1,Product Bin Weight-2,T
626,PURE,SFD_1,Total Power,kW
627,PURE,SFD_2,Dryer Inlet Temperature,C
628,PURE,SFD_2,Dryer Outlet Temperature,C
629,PURE,SFD_2,Draft Pressure,MMWC
630,PURE,SFD_2,Feed Screw Speed,Hz
631,PURE,SFD_2,Appron Feeder Frequency,Hz
632,PURE,SFD_2,Dust Collector DP,MMWC
633,PURE,SFD_2,Dust Collector Outlet Temperature,C
634,CUMULATIVE,SFD_2,Product Bin Weight-1,T
635,CUMULATIVE,SFD_2,Product Bin Weight-2,T
636,PURE,SFD_2,Total Power,kW
637,CUMULATIVE,ACM_60,Feed Bin Weight,T
638,CUMULATIVE,ACM_60,Product Bin Weight,T
639,PURE,ACM_60,Classifier Speed,RPM
640,PURE,ACM_60,Dust Collecotr DP,MMWC
641,PURE,ACM_60,Total Power,Amp
642,CUMULATIVE,ACM_120,Feed Bin Weight,T
643,CUMULATIVE,ACM_120,Product Bin Weight,T
644,PURE,ACM_120,Air Flow,Nm3/hr
645,PURE,ACM_120,Air Flow Temp ,C
646,PURE,ACM_120,Air Pressure,MMWC
647,PURE,ACM_120,Classifier Speed,RPM
648,PURE,ACM_120,Feed RAL-6 Speed,RPM
649,PURE,ACM_120,Feed RAL-8 Speed,RPM
650,PURE,ACM_120,Dust Collecotr DP,MMWC
651,PURE,ACM_120,Total Power,Amp
652,CUMULATIVE,HBM_1,Feed Bin Weight,T
653,CUMULATIVE,HBM_1,Product Bin Weight,T
654,PURE,HBM_1,Conveying Blower Pressure,MMWC
655,PURE,HBM_1,Total Power,kW
656,CUMULATIVE,HBM_2,Feed Bin Weight,T
657,CUMULATIVE,HBM_2,Product Bin Weight BS,T
658,CUMULATIVE,HBM_2,Product Bin Weight AS,T
659,PURE,HBM_2,Conveying Blower Pressure,MMWC
660,PURE,HBM_2,Total Power,kW
661,PURE,KILN_1,SSA,m2/g
662,PURE,KILN_3,SSA,m2/g
663,PURE,KILN_4,SSA,m2/g
664,PURE,CBM,Machine On,kw
665,PURE,OVERALL_PLANT,Hydrate PnB,t
666,PURE,Auxiliary_Section,Oxalate Production PnB,t
667,PURE,Calcination_Section,Sx Gr(Spls) Caln PnB,t
668,PURE,Calcination_Section,Spls Hydrate As Alumina PnB,t
669,PURE,Calcination_Section,Total Spls Production PnB,t
670,PURE,Calcination_Section,Hydrate Cutting As Alumina PnB,t
671,PURE,OVERALL_PLANT,Boiler Oil PnB,Kg/t
672,PURE,OVERALL_PLANT,Energy For Hydrate PnB,kwh/t
673,PURE,OVERALL_PLANT,Lagoon Water (Treated) PnB,MLD
674,PURE,OVERALL_PLANT,Caustic Charged PnB,kg/t
675,PURE,OVERALL_PLANT,Caustic Soda (Liq With Residue) PnB,kg/t
676,PURE,OVERALL_PLANT,Bauxite FOM PnB,t
677,PURE,OVERALL_PLANT,Bauxite Receipt Own PnB,t
678,PURE,OVERALL_PLANT,Bauxite Receipt Purchase PnB,t
679,PURE,OVERALL_PLANT,Bauxite Consumption PnB,t
680,PURE,OVERALL_PLANT,Bauxite At Goa PnB,t
681,PURE,Calcination_Section,Calcinable Hydrate Stock PnB,t
682,PURE,OVERALL_PLANT,Rainfall PnB,MM
683,PURE,DIGESTION,Total Al203 PnB,%
684,PURE,DIGESTION,Total Silica PnB,%
685,PURE,Wash_Thickner_Section,No Of I & II Filter Press Trips PnB,Nos
686,PURE,Precipitation_Section,Batch Circulation Hrs PnB,hrs
687,PURE,Wash_Thickner_Section,No Of DMS Trips PnB,Nos
688,PURE,Boiler_Section,Evaporation Factor Steam PnB,t/t
689,PURE,Calcination_Section,NG Consumption SX PnB,SCM
690,PURE,OVERALL_PLANT,EGA PnB,t
691,PURE,OVERALL_PLANT,GCMIL PnB,t
692,PURE,OVERALL_PLANT,BHOOMI PnB,t
693,PURE,OVERALL_PLANT,Bauxite Receipt Souce4 PnB,t
694,PURE,Calcination_Section,Total Spl including Sx PnB,t
695,PURE,OVERALL_PLANT,Lime %Cao PnB,%
696,PURE,OVERALL_PLANT,Red Mud Sale PnB,t
697,PURE,OVERALL_PLANT,Bauxite Plant FOM PnB,t
698,PURE,OVERALL_PLANT,Bauxite Stock in plant PnB,t
699,PURE,OVERALL_PLANT,Total Bauxite stock PnB,t
700,PURE,OVERALL_PLANT,Reason for slurry stoppage PnB,state
701,PURE,OVERALL_PLANT,Reason for equipment stoppage PnB,state
702,PURE,DIGESTION,0LB Heater Inlet Temp,C
703,PURE,DIGESTION,Heater 15 Outlet Temp,C
704,PURE,DIGESTION,Heater 1 Outlet Temp,C
705,PURE,DIGESTION,Heater 2 Outlet Temp,C
706,PURE,DIGESTION,Heater 3 Outlet Temp,C
707,PURE,DIGESTION,Heater 4 Outlet Temp,C
708,PURE,DIGESTION,Heater 5 Outlet Temp,C
709,PURE,DIGESTION,Heater 6 Outlet Temp,C
710,PURE,DIGESTION,Heater 7 Outlet Temp,C
711,PURE,DIGESTION,Heater 8 Outlet Temp,C
712,PURE,DIGESTION,Heater 9 Outlet Temp,C
713,PURE,DIGESTION,Heater_ 10 Outlet Temp,C
714,PURE,DIGESTION,LHS HTR Outlet Temp,C
715,PURE,DIGESTION,LHS _11 Outlet,C
716,PURE,DIGESTION,LHS _12 Outlet,C
717,PURE,DIGESTION,LHS _13 Outlet,C
718,PURE,DIGESTION,LHS _14 Outlet,C
719,PURE,DIGESTION,LHS _16 Outlet,C
720,PURE,DIGESTION,4A LSH Steam Press Ctrl,kg/cm2
721,PURE,DIGESTION,4A LSH Steam PRS Press,kg/cm2
722,PURE,Evaporatoration,13A Steam Flow,TPH
723,PURE,Evaporatoration,13A RC Flow,m3/hr
724,PURE,Evaporatoration,Spent Liq Flow 13A,meter
725,PURE,Evaporatoration,13A 2nd Product Flow,m3/hr
726,PURE,Evaporatoration,13A 1st Body Chest Pressure,kg/cm2
727,PURE,Evaporatoration,13A 2nd Body Chest Pressure,kg/cm2
728,PURE,Evaporatoration,13A 1st Body Liq Temp,C
729,PURE,Evaporatoration,13A 2nd Body Liq Temp,C
730,PURE,Evaporatoration,Spent Outlet Temp,C
731,PURE,Evaporatoration,13B Steam Flow,m3/hr
732,PURE,Evaporatoration,13B 1st Body Chest Pressure,kg/cm2
733,PURE,Evaporatoration,13B 2nd Body Chest Pressure,kg/cm2
734,PURE,Evaporatoration,13B 1st Body Liq Temp,C
735,PURE,Evaporatoration,13B 2nd Body Liq Temp,C
736,PURE,Auxiliary_Section,OXALATE Filling Flow,m3/hr
737,PURE,Auxiliary_Section,VANADIUM Filling Flow,m3/hr
738,PURE,Auxiliary_Section,OXALATE Tank_4 Temp,C
739,PURE,Auxiliary_Section,T_29_10 Tank Temp,C
740,PURE,Lime_Building,Green Liq Flow,m3/hr
741,PURE,Lime_Building,Lime Feed Belt speed,RPM
742,PURE,Lime_Building,8A Heater Outlet Temp,C
743,PURE,Lime_Building,8A Steam Flow,m3/hr
744,PURE,Lime_Building,Reaction Tank _1 Temp,C
745,PURE,Lime_Building,Reaction Tank _2 Temp,C
746,PURE,Lime_Building,1B Precoat Tank Temp,C
747,PURE,Lime_Building,Precoat Tank Temp Ctrl,C
748,PURE,Lime_Building,Precoat Tank Level,meter
749,PURE,Lime_Building,Pond Water Flow,m3/hr
750,PURE,Wash_Thickner_Section,Liq_A Rake Motor Load,Watts
751,PURE,Wash_Thickner_Section,Liq_B Rake Motor Load,Watts
752,PURE,Wash_Thickner_Section,Liq_C Rake Motor Load,Watts
753,PURE,Wash_Thickner_Section,Liq_D Rake Motor Load,Watts
754,PURE,Wash_Thickner_Section,T_6 Rake Motor Load,Watts
755,PURE,Wash_Thickner_Section,T_4 Rake Motor Load,Watts
756,PURE,Wash_Thickner_Section,T_7 Rake Motor Load,Watts
757,PURE,Wash_Thickner_Section,Liq_C Thickner Mud Level ,inches
758,PURE,Wash_Thickner_Section,Liq_A Thickner Mud Level ,inches
759,PURE,Wash_Thickner_Section,Liq_B Thickner Mud Level ,inches
760,PURE,Wash_Thickner_Section,Thickner Mud Level T_3,inches
761,PURE,Wash_Thickner_Section,Thickner Mud Level T_5,inches
762,PURE,Wash_Thickner_Section,Thickner Mud Level T_6,inches
763,PURE,Wash_Thickner_Section,Thickner Mud Level T_7,inches
764,PURE,Wash_Thickner_Section,Thickner Mud Level T_4,inches
765,PURE,Precipitation_Section,Tank _42 Temp,C
766,PURE,Precipitation_Section,Tank_47 Temp,C
767,PURE,Precipitation_Section,Tank _52 Temp,C
768,PURE,Precipitation_Section,Tank _56 Temp,C
769,PURE,Precipitation_Section,Spent Liq Heater Inlet Temp,C
770,PURE,Precipitation_Section,Stage 4 Heater Outlet Temp,C
771,PURE,Precipitation_Section,Stage 1 Heater Outlet Temp,C
772,PURE,Precipitation_Section,Coarse Seed 1 Density,gm/cc
773,PURE,Precipitation_Section,Coarse Seed 2 Flow,m3/hr
774,PURE,Precipitation_Section,Coarse Seed 2 Density,gm/cc
775,PURE,Precipitation_Section,Fine Seed Flow,m3/hr
776,PURE,Precipitation_Section,Fine Seed Density,gm/cc
777,PURE,Precipitation_Section,Seed Flow Primary To PPT 52,m3/hr
778,PURE,Precipitation_Section,PPT_14 Underflow Density,gm/cc
779,PURE,DIGESTION,LSH Chest Pressure,kg/cm2
780,PURE,Evaporatoration,13B RC Flow,m3/hr
781,PURE,Evaporatoration,13B Product Flow,m3/hr
782,PURE,Evaporatoration,13B 2nd Product Flow,m3/hr
783,PURE,Wash_Thickner_Section,T_5 Rake Motor Load,Watts
784,PURE,KILN_3,Kiln_3 SGAC Flue Gas Temp,C
785,PURE,DIGESTION,Digester Mix Liq Flow,m3/hr
786,PURE,DIGESTION,Steam Flow To Digester,TPH
787,PURE,High_Rating_Pumps,P-7A-6A,kW
788,PURE,High_Rating_Pumps,P-7A-6B,kW
789,PURE,High_Rating_Pumps,P-7A-6C,kW
790,PURE,High_Rating_Pumps,P-7A-6E,kW
791,PURE,OVERALL_BALL_MILL,Fine Slurry Density,gm/cc
792,PURE,High_Rating_Pumps,Total Mix liquor flow,m3/hr
793,PURE,Filter_Press_1,Filterpress 1 Energy,kW
794,PURE,Filter_Press_2,Filterpress 2 Energy,kW
795,PURE,OVERALL_BALL_MILL,Fine Slurry Density Digestion,gm/cc
796,PURE,OVERALL_BALL_MILL,Grinding Aid Flow,m3/hr
797,PURE,OVERALL_BALL_MILL,BHOOMI,percentage
798,PURE,OVERALL_BALL_MILL,VIMETCO,percentage
799,PURE,OVERALL_BALL_MILL,EGA,percentage
800,PURE,OVERALL_BALL_MILL,ASHAPURA,percentage
801,PURE,OVERALL_BALL_MILL,OMC,percentage
802,PURE,OVERALL_BALL_MILL,SOLOMON,percentage
803,PURE,OVERALL_BALL_MILL,Uncrushed Shed,percentage
804,PURE,OVERALL_BALL_MILL,GCMIL,percentage
805,PURE,OVERALL_BALL_MILL,Crushed Shed,percentage
806,PURE,OVERALL_BALL_MILL,Carpet,percentage
807,PURE,OVERALL_BALL_MILL,THA,percentage
808,PURE,OVERALL_BALL_MILL,Minus 60 Mesh,percentage
809,PURE,KILN_2,GRCA_COMBIN_SPEED_FEED_RATE_TO_KILN_2_2,RPM
810,PURE,KILN_2,GRCA_OUTPUT_2,TPH
811,PURE,KILN_2,GRCA_RC_OUTLET_TEMP_4,C
812,PURE,KILN_2,GRCA_FLUE_GAS_TEMP_1,C
813,PURE,KILN_2,GRCA_STACK_1,inchwc
814,PURE,KILN_2,GRCA_STACK,inchwc
815,PURE,KILN_2,GRCA_COMBIN_SPEED_FEED_RATE_TO_KILN_2,RPM
816,PURE,KILN_2,GRCA_OUTPUT,TPH
817,PURE,KILN_2,GRCA_COMBIN_SPEED_FEED_RATE_TO_KILN_2_1,RPM
818,PURE,KILN_2,GRCA_FLUE_GAS_TEMP,C
819,PURE,KILN_2,GRCA_OUTPUT_1,TPH
820,PURE,KILN_2,GRCA_RC_OUTLET_TEMP,C
821,PURE,KILN_2,GRCA_ESP_INLET_TEMP,C
822,PURE,KILN_2,GRCA_RC_OUTLET_TEMP_3,C
823,PURE,KILN_2,GRCA_RC_OUTLET_TEMP_2,C
824,PURE,KILN_2,LRCA_HOT_ZONE_TEMP,C
825,PURE,KILN_2,LRCA_HOT_ZONE_TEMP_1,C
826,PURE,KILN_2,LRCA_FLUE_GAS_TEMP,C
827,PURE,KILN_2,LRCA_FLUE_GAS_TEMP_1,C
828,PURE,KILN_2,LRCA_COMBIN_SPEED_FEED_RATE_TO_KILN_2,RPM
829,PURE,KILN_2,LRCA_COMBIN_SPEED_FEED_RATE_TO_KILN_2_1,RPM
830,PURE,KILN_2,LRCA_STACK,inchwc
831,PURE,KILN_2,LRCA_STACK_1,inchwc
832,PURE,KILN_2,LRCA_OUTPUT,TPH
833,PURE,KILN_2,LRCA_OUTPUT_1,TPH
834,PURE,KILN_2,LRCA_MOISTURE,percentage
835,PURE,KILN_2,LRCA_MOISTURE_1,percentage
836,PURE,KILN_2,LRCA_ENTRAINED_SODA,gpl
837,PURE,KILN_2,LRCA_ENTRAINED_SODA_1,gpl
838,PURE,KILN_2,LRCA_NG_ENERGY,kw
839,PURE,KILN_2,LRCA_NG_ENERGY_1,kw
840,PURE,KILN_2,LRCA_RC_OUTLET_TEMP,C
841,PURE,KILN_2,LRCA_RC_OUTLET_TEMP_1,C
842,PURE,KILN_2,SSA_PREDICTION,m2/g
843,PURE,KILN_2,FALSE_NEGATIVE,unit
844,PURE,KILN_2,FALSE_POSITIVE,unit
845,PURE,KILN_2,TRUE_NEGATIVE,unit
846,PURE,KILN_2,TRUE_POSITIVE,unit
847,PURE,Precipitation_Section,Heater 3-4 Inlet Temperature,C
848,PURE,Precipitation_Section,Heater 5-6 Inlet Temperature,C
849,PURE,Precipitation_Section,Heater 7-8 Inlet Temperature,C
850,PURE,Wash_Thickner_Section,Liq D Density,gm/cc
851,PURE,Wash_Thickner_Section,Liq C Density,gm/cc
852,PURE,Wash_Thickner_Section,Liq B Density,gm/cc
853,PURE,Wash_Thickner_Section,Liq A Density,gm/cc
854,PURE,Wash_Thickner_Section,T4 Density,gm/cc
855,PURE,OVERALL_PLANT,Total seed gpl,gpl
856,PURE,OVERALL_PLANT,Loop1,Hrs
857,PURE,OVERALL_PLANT,Loop2,Hrs
858,PURE,OVERALL_PLANT,Dead tanks,number
859,PURE,OVERALL_PLANT,Reactivity,unit
860,PURE,AFG,Rinsing Air Press,mbar
861,PURE,AFG,DC Diff Pressure,MMWC
862,PURE,CBM,Feed Ral Frequency,Hz
863,PURE,CBM,Return Ral Frequency,Hz
864,PURE,CBM,Venturi Pressure,MMWC
865,PURE,CBM,Classifier Outlet Pressure,MMWC
866,PURE,CBM,Exhaust Fan Pressure,MMWC
867,CUMULATIVE,MM_1,Feed Tank,T
868,PURE,MM_1,Feed Screw Frequency,Hz
869,PURE,MM_1,Air Flow,Nm3/hr
870,PURE,MM_1,Chamber Pressure,psi
871,PURE,MM_1,Venturi Press Psi,psi
872,PURE,MM_1,DC Diff Pressure,MMWC
873,CUMULATIVE,MM_1,Product Tank,T
874,CUMULATIVE,MM_3,Feed Tank,T
875,PURE,MM_3,Feed Screw Frequency,Hz
876,PURE,MM_3,Air Flow,Nm3/hr
877,PURE,MM_3,Chamber Pressure,psi
878,PURE,MM_3,Venturi Press Psi,psi
879,PURE,MM_3,DC Diff Pressure,MMWC
880,CUMULATIVE,MM_3,Product Tank,T
881,PURE,NAFG,Rinsing Air Press,mbar
882,PURE,NAFG,Classifier Current,Amp
883,PURE,NAFG,DC Diff Pressure,MMWC
884,PURE,Specials_Compressed_Air_Network,Airflow To 9A,Nm3/hr
885,PURE,Specials_Compressed_Air_Network,Conveying Air From Std Plant,Nm3/hr
886,PURE,Specials_Compressed_Air_Network,Hydrate Section Air Flow,Nm3/hr
887,PURE,Specials_Compressed_Air_Network,Conveying Air Flow,Nm3/hr
888,PURE,Specials_Compressed_Air_Network,Conveying Air Pressure At AR-2,Kg/cm2
889,PURE,Specials_Compressed_Air_Network,Conveying Air Pressure At Ph-1A,Kg/cm2
890,PURE,Specials_Compressors,78 CC BOV,percentage
891,PURE,Specials_Compressors,78 CC IGV,percentage
892,PURE,Specials_Compressors,78 CC Motor Current,Amp
893,PURE,Specials_Compressors,78 CC GB Oil Pressure,Kg/cm2
894,PURE,Specials_Compressors,78 CC Outlet Pressure,Kg/cm2
895,PURE,Specials_Compressors,78 CC GB Oil Temp,C
896,PURE,Specials_Compressors,78 CC Outlet Temp,C
897,PURE,Specials_Compressors,SC1 Outlet Pressure,Kg/cm2
898,PURE,Specials_Compressors,SC1 GB Oil Pressure,Kg/cm2
899,PURE,Specials_Compressors,SC1 Outlet Temp,C
900,PURE,Specials_Compressors,SC1 GB Oil Temp,C
901,PURE,Specials_Compressors,SC2 Outlet Pressure,Kg/cm2
902,PURE,Specials_Compressors,SC2 GB Oil Pressure,Kg/cm2
903,PURE,Specials_Compressors,SC2 Outlet Temp,C
904,PURE,Specials_Compressors,SC2 GB Oil Temp,C
905,PURE,Specials_Compressors,SC3 Outlet Pressure,Kg/cm2
906,PURE,Specials_Compressors,SC3 GB Oil Pressure,Kg/cm2
907,PURE,Specials_Compressors,SC3 Outlet Temp,C
908,PURE,Specials_Compressors,SC3 GB Oil Temp,C
909,PURE,Specials_Compressors,HT-1 BOV,percentage
910,PURE,Specials_Compressors,HT-1 IGV,percentage
911,PURE,Specials_Compressors,HT-1 Motor Current,Amp
912,PURE,Specials_Compressors,HT-1 GB Oil Pressure,Kg/cm2
913,PURE,Specials_Compressors,HT-1 Outlet Pressure,Kg/cm2
914,PURE,Specials_Compressors,HT-1 GB Oil Temp,C
915,PURE,Specials_Compressors,HT-1 Outlet Temp,C
916,PURE,Specials_Compressors,HT-2 BOV,percentage
917,PURE,Specials_Compressors,HT-2 IGV,percentage
918,PURE,Specials_Compressors,HT-2 Motor Current,Amp
919,PURE,Specials_Compressors,HT-2 GB Oil Pressure,Kg/cm2
920,PURE,Specials_Compressors,HT-2 Outlet Pressure,Kg/cm2
921,PURE,Specials_Compressors,HT-2 GB Oil Temp,C
922,PURE,Specials_Compressors,HT-2 Outlet Temp,C
923,PURE,Specials_Compressors,78 CC Power,kW
924,PURE,Specials_Compressors,78 SC-1,kW
925,PURE,Specials_Compressors,78 SC-2,kW
926,PURE,Specials_Compressors,78 SC-3,kW
927,PURE,Specials_cooling_water_Network,26E CW PHE Outlet Temp,C
928,PURE,Specials_cooling_water_Network,26E SW PHE Inlet Temp,C
929,PURE,Specials_cooling_water_Network,26E SW PHE Outlet Temp,C
930,PURE,Specials_cooling_water_Network,26E CW PHE Inlet Temp,C
931,PURE,Specials_cooling_water_Network,79 Cooling Water Flow,m3/hr
932,PURE,Specials_cooling_water_Network,79 Soft Water Flow,m3/hr
933,PURE,Specials_cooling_water_Network,79 CW PHE Inlet Pressure,Kg/cm2
934,PURE,Specials_cooling_water_Network,79 CW PHE Outlet Pressure,Kg/cm2
935,PURE,Specials_cooling_water_Network,79 Soft Water Pressure,Kg/cm2
936,PURE,Specials_cooling_water_Network,79 SW PHE Inlet Pressure,Kg/cm2
937,PURE,Specials_cooling_water_Network,79 SW PHE Outlet Pressure,Kg/cm2
938,PURE,Specials_cooling_water_Network,79 CW PHE Inlet Temp,C
939,PURE,Specials_cooling_water_Network,79 CW PHE Outlet Temp,C
940,PURE,Specials_cooling_water_Network,79 Soft Water Temp,C
941,PURE,Specials_cooling_water_Network,79 SW PHE Inlet Temp,C
942,PURE,Specials_cooling_water_Network,79 SW PHE Outlet Temp,C
943,PURE,Specials_Water_Network,9A RC Temp,C
944,PURE,Specials_Water_Network,First Wash RC Flow,m3/hr
945,PURE,Specials_Water_Network,Fw RC Temp,C
946,PURE,Specials_Water_Network,K-1 RC Flow,m3/hr
947,PURE,Specials_Water_Network,K-2 RC Flow,m3/hr
948,PURE,Specials_Water_Network,Total Mill Water Flow,m3/hr
949,PURE,Calcination_Section,4A RC Temp,C
950,PURE,Calcination_Section,4A RC Flow,m3/hr
951,PURE,OVERALL_PLANT,Oxalate Prod,number
952,PURE,OVERALL_PLANT,KILN_1 B Grade Prod,number
953,PURE,OVERALL_PLANT,KILN_2 Prod,number
954,PURE,OVERALL_PLANT,KILN_3 Prod,number
955,PURE,OVERALL_PLANT,KILN_4 Prod,number
956,PURE,Specials_cooling_water_Network,26E Cooling Water Flow,M3/Hr
957,PURE,Wash_Thickner_Section,T-28A-8 Tank Level,Meter
958,PURE,Wash_Thickner_Section,T-28A-9 Tank Level,Meter
959,PURE,Wash_Thickner_Section,T-28A-10 Tank Level,Meter
960,PURE,Wash_Thickner_Section,T-28A-11 Tank Level,Meter
961,PURE,Wash_Thickner_Section,T-28A-12 Tank Level,Meter
962,PURE,Wash_Thickner_Section,T-28A-13 Tank Level,Meter
963,PURE,Wash_Thickner_Section,T-28A-14 Tank Level,Meter
964,PURE,Wash_Thickner_Section,T-28A-16 Tank Level,Meter
965,PURE,Wash_Thickner_Section,5A Fliter Feed Flow,m3/hr
966,PURE,Wash_Thickner_Section,Wash Advance Flow,m3/hr
967,PURE,Wash_Thickner_Section,Filtrate Tank Level,Meter
968,PURE,Wash_Thickner_Section,Lime Flow-1,m3/hr
969,PURE,Wash_Thickner_Section,Lime Flow-2,m3/hr
970,PURE,Wash_Thickner_Section,Caustic Temp,C
971,PURE,Specials_Compressors,Conveying Air Pressure at AR2,kg/cm2
972,PURE,Specials_Water_Network,Special Mill Water Pressure,kg/cm2
973,PURE,Specials_cooling_water_Network,Special Mill Water Pressure,kg/cm2
974,PURE,KILN_4,Feed Rate in TPH,TPH
975,PURE,Specials_Compressors,HT 1 compressor kW,kW
976,PURE,Specials_Compressors,HT 2 compressor kW,kW
