"Sr no,",Nature,Machine Name,Parameter Name,Unit
1434,PURE,Auxiliary_Section,29A_PHE_WATER_FLOW,m3/hr
1435,PURE,Auxiliary_Section,TANK_2_TO_TANK-10_FLOW,m3/hr
1436,PURE,Lime_Building,1B_TANK_LEVEL,mtr
1437,PURE,Lime_Building,CONDENSATE_FLOW_TO_8B_SIK,m3/hr
1438,PURE,Lime_Building,1A_TANK_LEVEL,mtr
1439,PURE,Lime_Building,8A_PRECOAT_FLOW,m3/hr
1440,PURE,Lime_Building,RT_2_LEVEL,m3/hr
1441,PURE,Auxiliary_Section,OXLATE_UNIT_1_FLOW,m3/hr
1442,PURE,Auxiliary_Section,OXLATE_UNIT_2_FLOW,m3/hr
1443,PURE,Auxiliary_Section,TANK_9_TO_TANK_2_FLOW,m3/hr
1444,PURE,Lime_Building,CONDENSATE_FLOW_TO_8D_SLK,m3/hr
1445,PURE,KILN_1,PRIMARY_AIR_PRESSURE,inchwc
1446,PURE,Precipitation_Section,FEED_HYD_+100,%
1447,PURE,Precipitation_Section,FEED_HYD_+200,%
1448,PURE,Precipitation_Section,FEED_HYD_+325,%
1449,PURE,Precipitation_Section,FEED_HYD_SODA,%
1450,PURE,Wash_Thickner_Section,T_3_RAKE_MOTOR_LOAD,Watts
1451,PURE,Precipitation_Section,8A_STEAM_PRESSURE,Kg/cm2
1452,PURE,Wash_Thickner_Section,NALCO_DOSING_UNIT_1,LPH
1453,PURE,Wash_Thickner_Section,NALCO_DOSING_UNIT_2,LPH
1454,PURE,Boiler_2,B_2_DRUM_LEVEL_TXR,%
1455,PURE,Boiler_1,B_1_DRUM_LEVEL_TXR,%
1456,PURE,Boiler_1,B_1_FEED_WATER_FLOW_TXR,m3/hr
1457,PURE,Boiler_1,B_1_OIL_FLOWMETER,Kg/hr
1458,PURE,Boiler_1,B_1_AIR_FLOW,SCM/Hr
1459,PURE,Boiler_1,B_1_OXYGEN_ANALYZER,SCM/Hr
1460,PURE,Boiler_1,B_1_FURNACE_PRSSURE_TXR,SCM/Hr
1461,PURE,Boiler_1,B_1_STEAM_DRUM_PRSSURE_TXR,kg/cm2
1462,PURE,Boiler_2,B_2_FEED_WATER_FLOW_TXR,tons/hr
1463,PURE,Boiler_2,B_2_OIL_FLOWMETER,kg/hr
1464,PURE,Boiler_2,B_2_AIR_FLOW,SCM/Hr
1465,PURE,Boiler_2,B_2_OXYGEN_ANALYZER,kg/hr
1466,PURE,Boiler_2,B_2_FURNACE_PRSSURE_TXR,MMWC
1467,PURE,Boiler_2,B_2_COMBUSTION_AIR_PRSSURE_TXR,kg/cm2
1468,PURE,Boiler_2,B_2_STEAM_DRUM_PRESSURE,kg/cm2
1469,PURE,Boiler_3,B_3_DRUM_LEVEL_TXR,%
1470,PURE,Boiler_3,B_3_FEED_WATER_FLOW_TXR,M3/hr
1471,PURE,Boiler_3,B_3_STEAM_FLOW_TXR,tons/hr
1472,PURE,Boiler_3,B_3_OIL_FLOWMETER,kg/hr
1473,PURE,Boiler_3,B_3_AIR_FLOW,SCM/Hr
1474,PURE,Boiler_3,B_3_OXYGEN_ANALYZER,SCM/Hr
1475,PURE,Boiler_3,B_3_ATOMISING_STEAM_PR_TXR,kg/cm2
1476,PURE,Boiler_3,B_3_OIL_PRESSURE_AFTER_C_V,kg/cm2
1477,PURE,Boiler_3,B_3_FURNACE_PRESSURE_TXR,MMWC
1478,PURE,Boiler_3,B_3_COMBUSTION_AIR_PRESSURE_TXR,kg/cm2
1479,PURE,Boiler_3,B_3_STEAM_DRUM_PRESSURE_TXR,kg/cm2
1480,PURE,Boiler_4,B_4_DRUM_LEVEL_TXR,%
1481,PURE,Boiler_4,B_4_FEED_WATER_FLOW_TXR,m3/hr
1482,PURE,Boiler_4,B_4_STEAM_FLOW_TXR,tons/hr
1483,PURE,Boiler_4,B_4_AIR_FLOW,kg/hr
1484,PURE,Boiler_4,B_4_OIL_FLOWMETER,SCM/Hr
1485,PURE,Boiler_4,B_4_OXYGEN_ANALYZER,SCM/Hr
1486,PURE,Boiler_4,B_4_FURNACE_PRESSURE_TXR,MMWC
1487,PURE,Boiler_4,B_4_STEAM_DRUM_PRESSURE_TXR,kg/cm2
1488,PURE,Boiler_5,B_5_DRUM_LEVEL_TXR,%
1489,PURE,Boiler_5,B_5_FEED_WATER_FLOW_TXR,m3/hr
1490,PURE,Boiler_5,B_5_STEAM_FLOW_TXR,tons/hr
1491,PURE,Boiler_5,B_5_OIL_FLOWMETER,kg/hr
1492,PURE,Boiler_5,B_5_AIR_FLOW,SCM/Hr
1493,PURE,Boiler_5,B_5_OXYGEN_ANALYZER,SCM/Hr
1494,PURE,Boiler_5,B_5_FURNACE_PRESSURE_TXR,MMWC
1495,PURE,Boiler_5,B_5_COMBUSTION_AIR_PRESSURE_TXR,kg/cm2
1496,PURE,Boiler_5,B_5_STEAM_DRUM_PRESSURE_TXR,kg/cm2
1497,PURE,Precipitation_Section,GREEN_LIQUID_HEATER_INLET_TEMP,celcius
1498,PURE,PCH,PCH_TO_SGAC_DENSITY,gm/cc
1499,PURE,PCH,MILL_WATER_FLOW_TO_PCH_SLURRY_TANK,m3/hr
1500,PURE,PCH,PCH_SLURRY_TANK_LEVEL,meter
1501,PURE,Boiler_Section,COND_CONDUCTIVITY_OF_NEEDLE_TANK,microS/cm
1502,PURE,Boiler_Section,CONDENSATE_FLOW,m3/hr
1503,PURE,Boiler_Section,PEOCESS_STEAM_FLOW_TXR,TPH
1504,PURE,Boiler_Section,MAIN_OIL_FLOW_TO_DAY_OIL_TANK,kg/hr
1505,PURE,Boiler_Section,MAKE_UP_WATER_FLOW,TPH
1506,PURE,Boiler_Section,BOILER_RETURN_OIL_FLOWMETER,Kg/hr
1507,PURE,Boiler_Section,OIL_PRESSURE_TXR,psi
1508,PURE,Boiler_Section,PROCESS_STEAM_PR_TXR,kg/cm2
1509,PURE,Special_Water_Network,MW_TO_PH-1A,m3/hr
1510,PURE,Special_Water_Network,SW-TO_PH-1A,m3/hr
1511,PURE,Specials_Water_Network,MW_TO_PH-1A,m3/hr
1512,PURE,Specials_Water_Network,SW-TO_PH-1A,m3/hr
1513,PURE,BIO_MASS,CST_INLET_FLOW,m3/hr
1514,PURE,BIO_MASS,CST__OUTLET_FLOW_TOTAL,m3
1515,PURE,BIO_MASS,CST_OUTLET_FLOW,m3/hr
1516,PURE,BIO_MASS,FIT202_CST_OUTLET_FLOW_TOTAL,m3
1517,PURE,BIO_MASS,CST_INLET_TEMP,celcius
1518,PURE,BIO_MASS,PHE_OUTLET_TEMP,celcius
1519,PURE,BIO_MASS,CST_LEVEL,meter
1520,PURE,BIO_MASS,DM_INTERMIDIATE_WATER_TEMP,celcius
1521,PURE,BIO_MASS,CST_INLET_CONDUCTIVITY,microseimens/cm2
1522,PURE,BIO_MASS,MB_O_L_FLOW,m3/hr
1523,PURE,BIO_MASS,MB_O_L_FLOW_TOTAL,m3
1524,PURE,BIO_MASS,DMST_I_L_CONDUCTIVITY,microseimens/cm2
1525,PURE,BIO_MASS,MB_O_L_CONDUCTIVITY,microseimens/cm2
1526,PURE,BIO_MASS,MB_O_L_PH,pH
1527,PURE,BIO_MASS,DM_SODIUM_PV,ppb
1528,PURE,BIO_MASS,DM_SILICA_PV,ppb
1529,PURE,BIO_MASS,MS_SODIUM_PV_CT303A,ppb
1530,PURE,BIO_MASS,MS_SILICA_PV,ppb
1531,PURE,BIO_MASS,FIT201_CST_OUTLET_FLOW_TOTAL,m3
1532,PURE,Specials_Water_Network,MILL_WATER_TO_PH_1A,m3/hr
1533,PURE,Specials_Water_Network,SOFT_WATER_TO_PH_1A,m3/hr
1534,PURE,KILN_4,T_73_3,ton
1535,PURE,KILN_4,T_73_4,ton
1536,PURE,KILN_4,T_73_5,ton
1537,PURE,KILN_4,T_73_6,ton
1538,PURE,NAFG,T_75_1,ton
1539,PURE,NAFG,T_75_2,ton
1540,PURE,CBM,T_76_1,ton
1541,PURE,CBM,T_76_2,ton
1542,PURE,ABM_4,T_83_4C,ton
1543,PURE,ABM_4,T_83_4D,ton
1544,PURE,ABM_4,T_83_5C,ton
1545,PURE,Wash_Thickner_Section,KELLY_PRESS_9_FLOW,m3/hr
1546,PURE,ABM_5,T_83_5C,ton
1547,PURE,ABM_5,T_83_5D,ton
1548,PURE,Calcination_Section,TOTAL_EVACUATION,unit
1549,PURE,ABSENTEEISM,ALUMINA_LAB_AND_ENVIRONMENT_HRS,Hours
1550,PURE,ABSENTEEISM,BOILER_HOUSE_HRS,Hours
1551,PURE,ABSENTEEISM,COMMERCIAL_ACCOUNTS_HRS,Hours
1552,PURE,ABSENTEEISM,CORPORATE_SAFETY_HRS,Hours
1553,PURE,ABSENTEEISM,CPP_ENGG_HRS,Hours
1554,PURE,ABSENTEEISM,CPP_ENGG_ELE_HRS,Hours
1555,PURE,ABSENTEEISM,CPP_PRODUCTION_HRS,Hours
1556,PURE,ABSENTEEISM,EPD_HRS,Hours
1557,PURE,ABSENTEEISM,GARAGE_HRS,Hours
1558,PURE,ABSENTEEISM,HIC_ALUMINA_HRS,Hours
1559,PURE,ABSENTEEISM,INSTRUMENTATION_AND_ELECTRICAL_HRS,Hours
1560,PURE,ABSENTEEISM,MATERIALS_STORES_HRS,Hours
1561,PURE,ABSENTEEISM,MATERIALS_TRAFFIC_HRS,Hours
1562,PURE,ABSENTEEISM,MECHANICAL_ALUMINA_HRS,Hours
1563,PURE,ABSENTEEISM,PERSONNEL_HRS,Hours
1564,PURE,ABSENTEEISM,PPC_HRS,Hours
1565,PURE,ABSENTEEISM,PRODUCTION_ALUMINA_HRS,Hours
1566,PURE,ABSENTEEISM,PROJECT_VARUN_HRS,Hours
1567,PURE,ABSENTEEISM,SYSTEMS_HRS,Hours
1568,PURE,ABSENTEEISM,MA_COUNT_OF_WORK_MEN_A,number
1569,PURE,ABSENTEEISM,MA_COUNT_OF_WORK_MEN_B,number
1570,PURE,ABSENTEEISM,MA_COUNT_OF_WORK_MEN_C,number
1571,PURE,ABSENTEEISM,CY_COUNT_OF_WORK_MEN_A,number
1572,PURE,ABSENTEEISM,CY_COUNT_OF_WORK_MEN_B,number
1573,PURE,ABSENTEEISM,CY_COUNT_OF_WORK_MEN_C,number
1574,PURE,ABSENTEEISM,CY_COUNT_OF_WORK_MEN_D,number
1575,PURE,ABSENTEEISM,MA_SUM_DAYS_A,number
1576,PURE,ABSENTEEISM,MA_SUM_DAYS_B,number
1577,PURE,ABSENTEEISM,MA_SUM_DAYS_C,number
1578,PURE,ABSENTEEISM,CY_SUM_DAYS_A,number
1579,PURE,ABSENTEEISM,CY_SUM_DAYS_B,number
1580,PURE,ABSENTEEISM,CY_SUM_DAYS_C,number
1581,PURE,ABSENTEEISM,CY_SUM_DAYS_D,number
1582,PURE,CSR,TOTAL_BENEFICIARIES,number
1583,PURE,CSR,TOTAL_APPROVED_PROJECTS,number
1584,PURE,CSR,IN_PROGRESS,number
1585,PURE,CSR,COMPLETED,number
1586,PURE,CSR,NO_OF_GD,number
1587,PURE,CSR,TOTAL_RESOLVED,number
1588,PURE,CSR,PENDING,number
1589,PURE,RECRUITMENT,NO_OF_POSITIONS,number
1590,PURE,RECRUITMENT,NO_OF_CLOSED_POSITIONS,number
1591,PURE,RECRUITMENT,NO_OF_POSITIONS_OPEN,number
1592,PURE,RECRUITMENT,INTERVIEW_INPROCESS,number
1593,PURE,RECRUITMENT,IRS_HIRING,number
1594,PURE,RECRUITMENT,EXTERNAL_HIRING,number
1595,PURE,RECRUITMENT,AVG_AGE,number
1596,PURE,RECRUITMENT,MALE,number
1597,PURE,RECRUITMENT,FEMALE,number
1598,PURE,RECRUITMENT,AVG_TAT,number
1599,PURE,RECRUITMENT,NO_OF_EXITS,number
1600,PURE,RECRUITMENT,RESIGNATION,number
1601,PURE,RECRUITMENT,RETIREMENT,number
1602,PURE,RECRUITMENT,TRANSFER,number
1603,PURE,RECRUITMENT,MALE_TWO,number
1604,PURE,RECRUITMENT,FEMALE_TWO,number
1605,PURE,OT,PRODUCTION_ALUMINA_BUDGET,unit
1606,PURE,OT,BOILER_HOUSE_BUDGET,unit
1607,PURE,OT,MECHANICAL_ALUMINA_BUDGET,unit
1608,PURE,OT,INSTRUMENTATION_ELECTRICAL_BUDGET,unit
1609,PURE,OT,SPECIAL_PRODUCTS_BUDGET,unit
1610,PURE,OT,PPC_BUDGET,unit
1611,PURE,OT,ALUMINA_LAB_ENVIRONMENT_BUDGET,unit
1612,PURE,OT,CPP_MECHANICAL_ENG_BUDGET,unit
1613,PURE,OT,CPP_ELECTRICAL_ENG_BUDGET,unit
1614,PURE,OT,CPP_PRODUCTION_BUDGET,unit
1615,PURE,OT,GARAGE_BUDGET,unit
1616,PURE,OT,CIVIL_ALUMINA_BUDGET,unit
1617,PURE,OT,MATERIALS_STORES_BUDGET,unit
1618,PURE,OT,TOTAL_SUM_BUDGET,unit
1619,PURE,OT,PRODUCTION_ALUMINA_GT,unit
1620,PURE,OT,BOILER_HOUSE_GT,unit
1621,PURE,OT,MECHANICAL_ALUMINA_GT,unit
1622,PURE,OT,INSTRUMENTATION_ELECTRICAL_GT,unit
1623,PURE,OT,SPECIAL_PRODUCTS_GT,unit
1624,PURE,OT,PPC_GT,unit
1625,PURE,OT,ALUMINA_LAB_ENVIRONMENT_GT,unit
1626,PURE,OT,CPP_MECHANICAL_ENG_GT,unit
1627,PURE,OT,CPP_ELECTRICAL_ENG_GT,unit
1628,PURE,OT,CPP_PRODUCTION_GT,unit
1629,PURE,OT,GARAGE_GT,unit
1630,PURE,OT,CIVIL_ALUMINA_GT,unit
1631,PURE,OT,MATERIALS_STORES_GT,unit
1632,PURE,OT,TOTAL_SUM_GT,unit
1633,PURE,OT,PRODUCTION_ALUMINA_COST,unit
1634,PURE,OT,BOILER_HOUSE_COST,unit
1635,PURE,OT,MECHANICAL_ALUMINA_COST,unit
1636,PURE,OT,INSTRUMENTATION_ELECTRICAL_COST,unit
1637,PURE,OT,SPECIAL_PRODUCTS_COST,unit
1638,PURE,OT,PPC_COST,unit
1639,PURE,OT,ALUMINA_LAB_ENVIRONMENT_COST,unit
1640,PURE,OT,CPP_MECHANICAL_ENG_COST,unit
1641,PURE,OT,CPP_ELECTRICAL_ENG_COST,unit
1642,PURE,OT,CPP_PRODUCTION_COST,unit
1643,PURE,OT,GARAGE_COST,unit
1644,PURE,OT,CIVIL_ALUMINA_COST,unit
1645,PURE,OT,MATERIALS_STORES_COST,unit
1646,PURE,OT,TOTAL_SUM_COST,unit
1647,PURE,OT,MATERIALS_TRAFFIC_BUDGET,unit
1648,PURE,OT,DISPATCH_BUDGET,unit
1649,PURE,OT,COMMERCIAL_ACCOUNTS_BUDGET,unit
1650,PURE,OT,CPP_LABORATORY_BUDGET,unit
1651,PURE,OT,HIC_ALUMINA_BUDGET,unit
1652,PURE,OT,MATERIALS_TRAFFIC_GT,unit
1653,PURE,OT,DISPATCH_GT,unit
1654,PURE,OT,COMMERCIAL_ACCOUNTS_GT,unit
1655,PURE,OT,CPP_LABORATORY_GT,unit
1656,PURE,OT,HIC_ALUMINA_GT,unit
1657,PURE,OT,MATERIALS_TRAFFIC_COST,unit
1658,PURE,OT,DISPATCH_COST,unit
1659,PURE,OT,COMMERCIAL_ACCOUNTS_COST,unit
1660,PURE,OT,CPP_LABORATORY_COST,unit
1661,PURE,OT,HIC_ALUMINA_COST,unit
1662,PURE,Lime_Building,8A_CONDENSATE_TANK_TEMPERATURE,C
1663,PURE,OVERALL_PLANT,BX_FACTOR,t/t
1665,PURE,Evaporatoration,13A_HOTWELL_TEMPERATURE,celcius
1666,PURE,Evaporatoration    ,13A_COLDWELL_TEMPREATURE,celcius
1667,PURE,Evaporatoration,13B_HOTWELL_TEMPERATURE,celcius
1668,PURE,Evaporatoration    ,13B_COLDWELL_TEMPREATURE,celcius
1669,PURE,Evaporatoration,PHE_WATER_OUTLET_TEMPERATURE,celcius
1670,PURE,Evaporatoration,PHE_WATER_INLET_TEMPERATURE,celcius
1671,PURE,Evaporatoration,PHE_WATER_OUTLET_TEMPERATURE_1,celcius
1672,PURE,Evaporatoration,PHE_WATER_INLET_TEMPREATURE_1,celcius
1673,PURE,Evaporatoration,PHE_WATER_OUTLET_TEMPREATURE_2,celcius
1674,PURE,Precipitation_Section,PPT51_AIR_FLOW,m3/hr
1675,PURE,Wash_Thickner_Section,SENSOR_CLARITY,dB
1676,PURE,Wash_Thickner_Section,INTERFACE_FROM_BOTTOM,m
1677,PURE,Wash_Thickner_Section,MUD_LEVEL,m
1678,PURE,Wash_Thickner_Section,H_MUD_LEVEL,m
1679,PURE,Evaporatoration,13A_COLDWELL_TEMPREATURE,Celsius
1680,PURE,Evaporatoration,13B_COLDWELL_TEMPREATURE,Celsius
1681,PURE,KILN_1,CHIMNEY_DUST_COMMON,SPM
1682,PURE,KILN_4,CHIMNEY_DUST_VALUE_K4,SPM
1683,PURE,Precipitation_Section,DRAWOFF_1_11_A_B_C_TEMP,Celsius
1684,PURE,Precipitation_Section,PUMP_OFF_TEMP,Celsius
1685,PURE,Precipitation_Section,HYD_WASH_TANK_O_L_TEMP,Celsius
1686,PURE,Precipitation_Section,P_6A_4ABC_COMN_HDR_PRESS,kg/cm2
1687,PURE,Precipitation_Section,SP_LIQ_1ST_STAGE_O_L_PR,kg/cm2
1688,PURE,Precipitation_Section,SP_LIQ_HTR_2ND_STG_O_L_PR,kg/cm2
1689,PURE,Precipitation_Section,SP_LIQ_3RD_STG_HTR_O_L_PR,kg/cm2
1690,PURE,Precipitation_Section,7A_HEATER_COMMON_O_L_PR,kg/cm2
1691,PURE,Wash_Thickner_Section,LIQ_D_THICKNER_MUD_LEVEL,inches
1692,PURE,LIQ_D,SENSOR_CLARITY,dB
1693,PURE,LIQ_D,INTERFACE_FROM_BOTTOM,Feet
1694,PURE,LIQ_D,MUD_LEVEL,Feet
1695,PURE,LIQ_D,H_MUD_LEVEL,Feet
1696,PURE,Evaporatoration,13A_PRODUCT_CONDUCTIVITY,PPM
1697,PURE,Evaporatoration,13B_PRODUCT_CONDUCTIVITY,PPM
1698,PURE,Evaporatoration,13A_FT_4_OUTLET_TEMP,Celsius
1699,PURE,Evaporatoration,13A_FT_5_OUTLET_TEMP,Celsius
1700,PURE,Evaporatoration,13A_FT_6_OUTLET_TEMP,Celsius
1701,PURE,Evaporatoration,13B_FT_4_OUTLET_TEMP,Celsius
1702,PURE,Evaporatoration,13B_FT_5_OUTLET_TEMP,Celsius
1703,PURE,Evaporatoration,13B_FT_6_OUTLET_TEMP,Celsius
1704,PURE,Evaporatoration,13AB_STEAM_INLET_TEMP_AFTER_PRS,Celsius
1705,PURE,DIGESTION,MIX_LIQ_CONDUCTIVITY,ms
1706,PURE,DIGESTION,MIX_LIQ_TEMP,Celsius
1707,PURE,Precipitation_Section,TT_1_FLOW,m3/hr
1708,PURE,Precipitation_Section,TT_2_FLOW,m3/hr
1709,PURE,Precipitation_Section,TT_3_FLOW,m3/hr
1710,PURE,Precipitation_Section,TT_4_FLOW,m3/hr
1711,PURE,Precipitation_Section,TT_1_UNDERFLOW,m3/hr
1712,PURE,Precipitation_Section,TT_2_UNDERFLOW,m3/hr
1713,PURE,Precipitation_Section,TT_3_UNDERFLOW,m3/hr
1714,PURE,Precipitation_Section,TT_4_UNDERFLOW,m3/hr
1715,PURE,Precipitation_Section,2ND_UF,m3/hr
1716,PURE,Precipitation_Section,TT_1_UNDER_DENSITY,gm/cc
1717,PURE,Precipitation_Section,TT_2_UNDER_DENSITY,gm/cc
1718,PURE,Precipitation_Section,TT_3_UNDER_DENSITY,gm/cc
1719,PURE,Precipitation_Section,TT_4_UNDER_DENSITY,gm/cc
1720,PURE,Precipitation_Section,2ND_UF_DENSITY,gm/cc
1721,PURE,Precipitation_Section,FRESH_CAUSTIC_TO_7A,m3/hr
1722,PURE,DIGESTION,MAIN_MIX_LIQ_FLOW,m3/hr
1723,PURE,DIGESTION,P_18A_3A_LOAD,Amp
1724,PURE,DIGESTION,P_18A_3B_LOAD,Amp
1725,PURE,DIGESTION,P_4A_1A_LOAD,Amp
1726,PURE,DIGESTION,P_4A_1B_LOAD,Amp
1727,PURE,DIGESTION,P_4A_1C_LOAD,Amp
1728,PURE,DIGESTION,VACCUM_COND_TANK_LVL,meter
1729,PURE,DIGESTION,GLAND_WATER_TANK_LVL,meter
1730,PURE,DIGESTION,RC_TANK_LVL,meter
1731,PURE,DIGESTION,PDS_5_LEVEL,meter
1732,PURE,DIGESTION,PDS_6_LEVEL,meter
1733,PURE,DIGESTION,4A_RC_CONDUCTIVITY,PPM
1734,PURE,DIGESTION,4A_RC_TO_28A_TEMP,Celsius
1735,PURE,DIGESTION,4A_2A_GLW_PRESSURE,kg/cm3
1736,PURE,DIGESTION,FT_3_O_L_TEMPERATURE,Celsius
1737,PURE,DIGESTION,MAX_HT_FLOW,LT/HR
1738,PURE,DIGESTION,FRESH_CAUSTIC_TO_28A_5A_7A,m3/hr
1739,PURE,DIGESTION,SPENT_LIQ_FLOW_TO_18A_TT_4,m3/hr
1740,PURE,DIGESTION,CAUSTIC_FLOW_TO_18A_TT_4,m3/hr
1741,PURE,DIGESTION,18A_TT4_LEVEL,meter
1742,PURE,DIGESTION,18A_TT1_LEVEL,meter
1743,PURE,DIGESTION,18A_TT2_LEVEL,meter
1744,PURE,LIQ_A,LIQ_A_SODA_U_F,gpl
1745,PURE,LIQ_A,LIQ_A_SODA_O_F,gpl
1746,PURE,LIQ_B,LIQ_B_SODA_U_F,gpl
1747,PURE,LIQ_B,LIQ_B_SODA_O_F,gpl
1748,PURE,LIQ_C,LIQ_C_SODA_U_F,gpl
1749,PURE,LIQ_D,LIQ_D_SODA_U_F,gpl
1750,PURE,T_3,T3_SODA_U_F,gpl
1751,PURE,T_3,T3_SODA_O_F,gpl
1752,PURE,T_4,T4_SODA_U_F,gpl
1753,PURE,T_4,T4_SODA_O_F,gpl
1754,PURE,T_5,T5_SODA_U_F,gpl
1755,PURE,T_5,T5_SODA_O_F,gpl
1756,PURE,T_7,T7_SODA_U_F,gpl
1757,PURE,T_7,T7_SODA_O_F,gpl
1758,PURE,T_6,T6_SODA_U_F,gpl
1759,PURE,T_6,T6_SODA_O_F,gpl
1760,PURE,Wash_Thickner_Section,THICKENER_O_F_CONCENTRATION,gpl
1761,PURE,Wash_Thickner_Section,THICKENER_O_F_RATIO,ratio
1762,PURE,AFG,OPA_D50,micron
1763,PURE,AFG,OPA_D10,micron
1764,PURE,AFG,OPA_D90,micron
1765,PURE,KILN_1,PAB_11A_1C_CURRENT,Amp
1766,PURE,KILN_1,PAB_11A_1C_MOTOR,Hz
1767,PURE,KILN_1,PAB_11B_1C_CURRENT,Amp
1768,PURE,KILN_2,PAB_11B_1C_CURRENT,Amp
1769,PURE,Wash_Thickner_Section,DMS_FILTRATE,m3/hr
1770,PURE,Boiler_Section,CONDENSATE_TANK_1,LVL
1771,PURE,Boiler_Section,CONDENSATE_TANK_2,LVL
1772,PURE,Boiler_Section,CONDENSATE_TANK_3,LVL
1773,PURE,Boiler_Section,CONDENSATE_TANK_4,LVL
1774,PURE,KILN_2,PAB_11B_1C_MOTOR,Hz
1775,PURE,Precipitation_Section,7A_COMPRESSED_AIR_FLOW,m3/hr
1776,PURE,Precipitation_Section,7A_COMPRESSED_AIR_PR,kg/cm2
1777,PURE,Precipitation_Section,RED_AREA_UTILITY_AIRFLOW,m3/hr
1778,PURE,Precipitation_Section,HT_COMP_AIR_FLOW,m3/hr
1779,PURE,Precipitation_Section,CAUSTIC_CLEANING_TEMP,tph
1780,PURE,DIGESTION,FINE_SLURRY_THA,%
1781,PURE,DIGESTION,FINE_SLURRY_K_SIO2,%
1782,PURE,DIGESTION,FINE_SLURRY_LOM405_DEG_C,%
1783,PURE,DIGESTION,FINE_SLURRY_LOM1000_DEG_C,%
1784,PURE,OVERALL_BALL_MILL,FEED_BAUXITE_PLUSH_10M,%
1785,PURE,OVERALL_BALL_MILL,FEED_BAUXITE_MINUS_10M,%
1786,PURE,Auxiliary_Section,VANADIUM_OXALATE_CAKE_SODA,STATE
1787,PURE,DIGESTION,MIX_LIQUOR_CAUSTCONC,gpl
1788,PURE,DIGESTION,MIX_LIQUOR_ALUMINA,gpl
1789,PURE,DIGESTION,MIX_LIQUOR_CRBNT,gpl
1790,PURE,DIGESTION,MIX_LIQUOR_CAUSTY,%
1791,PURE,DIGESTION,BLOW_OFF_CAUSTCONC,gpl
1792,PURE,DIGESTION,BLOW_OFF_ALUMINA,gpl
1793,PURE,DIGESTION,BLOW_OFF_CRBNT,gpl
1794,PURE,DIGESTION,BLOW_OFF_CAUSTY,%
1795,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_C_OR_D_CAUSTCONC,gpl
1796,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_C_OR_D_ALUMINA,gpl
1797,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_C_OR_D_CRBNT,gpl
1798,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_C_OR_D_CAUSTY,%
1799,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_D_OVERFLOW_CAUSTCONC,gpl
1800,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_D_OVERFLOW_ALUMINA,gpl
1801,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_D_OVERFLOW_CRBNT,gpl
1802,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_D_OVERFLOW_CAUSTY,%
1803,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_D_OVERFLOW_RTIO,STATE
1804,PURE,Wash_Thickner_Section,LIQUOR_THICKNER_D_OVERFLOW_MUD,mgpl
1805,PURE,Wash_Thickner_Section,1ST_WASH_OVERFLOW_CAUSTCONC,gpl
1806,PURE,Wash_Thickner_Section,1ST_WASH_OVERFLOW_ALUMINA,gpl
1807,PURE,Wash_Thickner_Section,1ST_WASH_OVERFLOW_CRBNT,gpl
1808,PURE,Wash_Thickner_Section,1ST_WASH_OVERFLOW_CAUSTY,%
1809,PURE,Wash_Thickner_Section,1ST_WASH_OVERFLOW_RTIO,STATE
1810,PURE,Wash_Thickner_Section,5A_PRESS_CAUSTIC_CAUSTCONC,gpl
1811,PURE,Wash_Thickner_Section,5A_PRESS_CAUSTIC_ALUMINA,gpl
1812,PURE,Wash_Thickner_Section,5A_PRESS_CAUSTIC_CRBNT,gpl
1813,PURE,Wash_Thickner_Section,5A_PRESS_CAUSTIC_CAUSTY,%
1814,PURE,Wash_Thickner_Section,5A_PRESS_CAUSTIC_RTIO,STATE
1815,PURE,Wash_Thickner_Section,LAST_WASH_O_F_SODA,gpl
1816,PURE,Wash_Thickner_Section,LAST_WASH_DAY_COMPOSITE_LOM1000_DEGREE_C,%
1817,PURE,Filter_Press_Section,DMS_CAKE_MOIST,%
1818,PURE,Filter_Press_Section,DMS_CAKE_SOLIDS,%
1819,PURE,Filter_Press_Section,DMS_CAKE_LOM1000_DEGREE_C,%
1820,PURE,Filter_Press_Section,DMS_FEED_SODA,gpl
1821,PURE,Filter_Press_Section,DMS_FILTRATE_SODA,gpl
1822,PURE,Filter_Press_Section,DMS_FILTRATE_IN_28A_SODA,gpl
1823,PURE,Filter_Press_1,FILTER_PRESS_1_CAKE_MOIST,%
1824,PURE,Filter_Press_1,FILTER_PRESS_1_CAKE_SOLIDS,%
1825,PURE,Filter_Press_1,FILTER_PRESS_1_CAKE_LOM1000°C,%
1826,PURE,Filter_Press_1,FILTER_PRESS_1_FILTRATE_SODA,gpl
1827,PURE,Filter_Press_1,FILTER_PRESS_1_FILTRATE_MUD,%
1828,PURE,Filter_Press_1,FILTER_PRESS_1_FEED_SODA,gpl
